"LineNumber","Kind","Name","TypeDefIndex","Declaration"
"75060","struct","UIPopup_MaidAIChatEndingImageGenerate.","2163","private struct UIPopup_MaidAIChatEndingImageGenerate.<DownloadTextureAsync>d__75 : IAsyncStateMachine // TypeDefIndex: 2163"
"75081","struct","UIPopup_MaidAIChatEndingImageGenerate.","2164","private struct UIPopup_MaidAIChatEndingImageGenerate.<OnClickYes>d__36 : IAsyncStateMachine // TypeDefIndex: 2164"
"75106","struct","UIPopup_MaidAIChatEndingImageGenerate.","2165","private struct UIPopup_MaidAIChatEndingImageGenerate.<RecoverPendingEndingImageJobAsync>d__48 : IAsyncStateMachine // TypeDefIndex: 2165"
"75129","class","UIPopup_MaidAIChatEndingImageGenerate.","2166","private sealed class UIPopup_MaidAIChatEndingImageGenerate.<RefreshGenerateCostTextNextFrame>d__42 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 2166"
"75168","struct","UIPopup_MaidAIChatEndingImageGenerate.","2167","private struct UIPopup_MaidAIChatEndingImageGenerate.<ResolvePendingJobResponseAsync>d__64 : IAsyncStateMachine // TypeDefIndex: 2167"
"75188","class","UIPopup_MaidAIChatEndingImageGenerate","2168","public class UIPopup_MaidAIChatEndingImageGenerate : UIPopup<UIPopup_MaidAIChatEndingImageGenerate> // TypeDefIndex: 2168"
"75414","class","UIPopup_MaidAIChatNetworkError","2169","public class UIPopup_MaidAIChatNetworkError : UIPopup<UIPopup_MaidAIChatNetworkError> // TypeDefIndex: 2169"
"75436","struct","UIPopup_MaidAIChatReport.","2170","private struct UIPopup_MaidAIChatReport.<OnClickSubmit>d__18 : IAsyncStateMachine // TypeDefIndex: 2170"
"75456","class","UIPopup_MaidAIChatReport","2171","public class UIPopup_MaidAIChatReport : UIPopup<UIPopup_MaidAIChatReport> // TypeDefIndex: 2171"
"75517","class","UIPopup_MaidAIChatServerCheck","2172","public class UIPopup_MaidAIChatServerCheck : UIPopup<UIPopup_MaidAIChatServerCheck> // TypeDefIndex: 2172"
"75529","class","UIPopup_MaidChatNotice","2173","public class UIPopup_MaidChatNotice : UIPopup<UIPopup_MaidChatNotice> // TypeDefIndex: 2173"
"75556","class","UIPopup_MaidChatSkip","2174","public class UIPopup_MaidChatSkip : UIPopup<UIPopup_MaidChatSkip> // TypeDefIndex: 2174"
"75577","class","UIPopup_MaidCouponSelect","2175","public class UIPopup_MaidCouponSelect : UIPopup<UIPopup_MaidCouponSelect> // TypeDefIndex: 2175"
"75629","class","UIPopup_MaidLevelUp","2176","public class UIPopup_MaidLevelUp : UIPopup<UIPopup_MaidLevelUp> // TypeDefIndex: 2176"
"75658","class","MaidData","2177","public class MaidData // TypeDefIndex: 2177"
"75673","class","UIPopup_MaidLobbySelect","2178","public class UIPopup_MaidLobbySelect : UIPopup<UIPopup_MaidLobbySelect> // TypeDefIndex: 2178"
"75711","class","UIPopup_MaidNote","2179","public class UIPopup_MaidNote : UIPopup<UIPopup_MaidNote> // TypeDefIndex: 2179"
"76077","class","UIPopup_MaidSelect","2180","public class UIPopup_MaidSelect : UIPopup<UIPopup_MaidSelect> // TypeDefIndex: 2180"
"76167","struct","UIPopup_MasterHeartChatEndingResult.","2182","private struct UIPopup_MasterHeartChatEndingResult.<LoadArchivePreviewAsync>d__127 : IAsyncStateMachine // TypeDefIndex: 2182"
"76187","struct","UIPopup_MasterHeartChatEndingResult.","2183","private struct UIPopup_MasterHeartChatEndingResult.<LoadEndingAsync>d__59 : IAsyncStateMachine // TypeDefIndex: 2183"
"76617","class","UIPopup_MemoryCardBoard.","2185","private sealed class UIPopup_MemoryCardBoard.<>c__DisplayClass41_0 // TypeDefIndex: 2185"
"76635","class","UIPopup_MemoryCardBoard.","2186","private sealed class UIPopup_MemoryCardBoard.<AnimateCardRoutine>d__46 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 2186"
"76682","class","UIPopup_MemoryCardBoard.","2187","private sealed class UIPopup_MemoryCardBoard.<FingerWatcherRoutine>d__40 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 2187"
"76721","class","UIPopup_MemoryCardBoard.","2188","private sealed class UIPopup_MemoryCardBoard.<PlayProducePulseRoutine>d__55 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 2188"
"76766","class","UIPopup_MemoryCardBoard.","2189","private sealed class UIPopup_MemoryCardBoard.<PostCompleteDelayRoutine>d__52 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 2189"
"76804","class","UIPopup_MemoryCardBoard","2190","public class UIPopup_MemoryCardBoard : UIPopup<UIPopup_MemoryCardBoard> // TypeDefIndex: 2190"
"76960","class","UIPopup_MemoryCardInfo","2191","public class UIPopup_MemoryCardInfo : UIPopup<UIPopup_MemoryCardInfo> // TypeDefIndex: 2191"
"77060","class","UIPopup_MemoryCardInfo_CardShop","2192","public class UIPopup_MemoryCardInfo_CardShop : UIPopup<UIPopup_MemoryCardInfo_CardShop> // TypeDefIndex: 2192"
"77080","struct","UIPopup_MemoryCardProbability.Row","2193","private struct UIPopup_MemoryCardProbability.Row // TypeDefIndex: 2193"
"77088","class","UIPopup_MemoryCardProbability","2194","public class UIPopup_MemoryCardProbability : UIPopup<UIPopup_MemoryCardProbability> // TypeDefIndex: 2194"
"77140","class","MemoryCardTabItem","2196","public class MemoryCardTabItem // TypeDefIndex: 2196"
"77160","class","UIPopup_MemoryCardShop.","2197","private sealed class UIPopup_MemoryCardShop.<>c // TypeDefIndex: 2197"
"77188","class","UIPopup_MemoryCardShop.","2198","private sealed class UIPopup_MemoryCardShop.<>c__DisplayClass37_0 // TypeDefIndex: 2198"
"77205","class","UIPopup_MemoryCardShop.","2199","private sealed class UIPopup_MemoryCardShop.<>c__DisplayClass38_0 // TypeDefIndex: 2199"
"77221","class","UIPopup_MemoryCardShop","2200","public class UIPopup_MemoryCardShop : UIPopup<UIPopup_MemoryCardShop> // TypeDefIndex: 2200"
"77443","class","UIPopup_MemoryCard_BuyTickets","2201","public class UIPopup_MemoryCard_BuyTickets : UIPopup<UIPopup_MemoryCard_BuyTickets> // TypeDefIndex: 2201"
"77471","class","UIPopup_MemoryCard_GachaResult.","2202","private sealed class UIPopup_MemoryCard_GachaResult.<>c // TypeDefIndex: 2202"
"77491","class","UIPopup_MemoryCard_GachaResult.","2203","private sealed class UIPopup_MemoryCard_GachaResult.<>c__DisplayClass36_0 // TypeDefIndex: 2203"
"77509","class","UIPopup_MemoryCard_GachaResult.","2204","private sealed class UIPopup_MemoryCard_GachaResult.<Co_AfterAllOpened>d__37 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 2204"
"77547","class","UIPopup_MemoryCard_GachaResult","2205","public class UIPopup_MemoryCard_GachaResult : UIPopup<UIPopup_MemoryCard_GachaResult> // TypeDefIndex: 2205"
"77660","class","UIPopup_MemoryTicketExchangeShop","2206","public class UIPopup_MemoryTicketExchangeShop : MonoBehaviour // TypeDefIndex: 2206"
"77730","class","UIPopup_Memory_GetEffect.","2207","private sealed class UIPopup_Memory_GetEffect.<WaitAndExecute>d__9 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 2207"
"77768","class","UIPopup_Memory_GetEffect","2208","public class UIPopup_Memory_GetEffect : UIPopup<UIPopup_Memory_GetEffect> // TypeDefIndex: 2208"
"78187","class","UIPopup_MissionPass","2218","public class UIPopup_MissionPass : UIPopup<UIPopup_MissionPass> // TypeDefIndex: 2218"
"78245","class","UIPopup_MissionPassClose_PassCheck","2219","public class UIPopup_MissionPassClose_PassCheck : UIPopup<UIPopup_MissionPassClose_PassCheck> // TypeDefIndex: 2219"
"78293","class","UIPopup_MissionPassClose_RewardGet","2220","public class UIPopup_MissionPassClose_RewardGet : UIPopup<UIPopup_MissionPassClose_RewardGet> // TypeDefIndex: 2220"
"78332","class","UIPopup_MissionPassPurchase.","2221","private sealed class UIPopup_MissionPassPurchase.<>c__DisplayClass20_0 // TypeDefIndex: 2221"
"78349","class","UIPopup_MissionPassPurchase.","2222","private sealed class UIPopup_MissionPassPurchase.<>c__DisplayClass20_1 // TypeDefIndex: 2222"
"78366","class","UIPopup_MissionPassPurchase.","2223","private sealed class UIPopup_MissionPassPurchase.<>c__DisplayClass21_0 // TypeDefIndex: 2223"
"78383","class","UIPopup_MissionPassPurchase.","2224","private sealed class UIPopup_MissionPassPurchase.<>c__DisplayClass21_1 // TypeDefIndex: 2224"
"78399","class","UIPopup_MissionPassPurchase","2225","public class UIPopup_MissionPassPurchase : MonoBehaviour // TypeDefIndex: 2225"
"78461","class","UIPopup_MissionPassQuestComplete","2226","public class UIPopup_MissionPassQuestComplete : UIPopup<UIPopup_MissionPassQuestComplete> // TypeDefIndex: 2226"
"78521","struct","NeedleBlockDesc","2228","public struct NeedleBlockDesc // TypeDefIndex: 2228"
"78530","class","UIPopup_NeedleBlockInfo","2229","public class UIPopup_NeedleBlockInfo : UIPopup<UIPopup_NeedleBlockInfo> // TypeDefIndex: 2229"
"78899","struct","GrowProduceInfo","2236","public struct GrowProduceInfo // TypeDefIndex: 2236"
"78909","class","UIPopup_ProduceBlockInfo","2237","public class UIPopup_ProduceBlockInfo : UIPopup<UIPopup_ProduceBlockInfo> // TypeDefIndex: 2237"
"78992","class","UIPopup_QuestInfoList.","2238","private sealed class UIPopup_QuestInfoList.<>c // TypeDefIndex: 2238"
"79016","class","UIPopup_QuestInfoList.","2239","private sealed class UIPopup_QuestInfoList.<>c__DisplayClass10_0 // TypeDefIndex: 2239"
"79032","class","UIPopup_QuestInfoList.","2240","private sealed class UIPopup_QuestInfoList.<>c__DisplayClass11_0 // TypeDefIndex: 2240"
"79048","class","UIPopup_QuestInfoList.","2241","private sealed class UIPopup_QuestInfoList.<>c__DisplayClass12_0 // TypeDefIndex: 2241"
"79064","class","UIPopup_QuestInfoList.","2242","private sealed class UIPopup_QuestInfoList.<>c__DisplayClass8_0 // TypeDefIndex: 2242"
"79079","class","UIPopup_QuestInfoList","2243","public class UIPopup_QuestInfoList : UIPopup<UIPopup_QuestInfoList> // TypeDefIndex: 2243"
"79124","class","UIPopup_RateReview.","2244","private sealed class UIPopup_RateReview.<RequestGooglePlayStoreReviewCoroutine>d__11 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 2244"
"79258","class","UIPopup_RewardGet","2247","public abstract class UIPopup_RewardGet<T> : UIPopup<T> // TypeDefIndex: 2247"
"79322","class","UIPopup_RewardGetAddScale.","2248","private sealed class UIPopup_RewardGetAddScale.<StartExpAddValue>d__10 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 2248"
"79360","class","UIPopup_RewardGetAddScale","2249","public class UIPopup_RewardGetAddScale : UIPopup<UIPopup_RewardGetAddScale> // TypeDefIndex: 2249"
"79408","class","UIPopup_RewardGetMaidCoin","2251","public class UIPopup_RewardGetMaidCoin : UIPopup<UIPopup_RewardGetMaidCoin> // TypeDefIndex: 2251"
"79453","class","UIPopup_RewardGetMaidRelationship.","2252","private sealed class UIPopup_RewardGetMaidRelationship.<>c__DisplayClass19_0 // TypeDefIndex: 2252"
"79470","class","UIPopup_RewardGetMaidRelationship.","2253","private sealed class UIPopup_RewardGetMaidRelationship.<SetItemsDelay>d__13 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 2253"
"79510","class","UIPopup_RewardGetMaidRelationship","2254","public class UIPopup_RewardGetMaidRelationship : UIPopup_RewardGet<UIPopup_RewardGetMaidRelationship> // TypeDefIndex: 2254"
"79561","class","UIPopup_RewardGetNormal.","2255","private sealed class UIPopup_RewardGetNormal.<>c__DisplayClass15_0 // TypeDefIndex: 2255"
"79578","class","UIPopup_RewardGetNormal.","2256","private sealed class UIPopup_RewardGetNormal.<SetItemsDelay>d__10 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 2256"
"79617","class","UIPopup_RewardGetNormal","2257","public class UIPopup_RewardGetNormal : UIPopup_RewardGet<UIPopup_RewardGetNormal> // TypeDefIndex: 2257"
"79661","class","UIPopup_RewardGetPhotoCard.","2258","private sealed class UIPopup_RewardGetPhotoCard.<PhotoCardGage>d__22 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 2258"
"79701","class","UIPopup_RewardGetPhotoCard","2259","public class UIPopup_RewardGetPhotoCard : UIPopup<UIPopup_RewardGetPhotoCard> // TypeDefIndex: 2259"
"79762","class","UIPopup_RewardGetUserProfile.","2260","private sealed class UIPopup_RewardGetUserProfile.<SetItemsDelay>d__6 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 2260"
"79804","class","UIPopup_RewardGetUserProfile","2261","public class UIPopup_RewardGetUserProfile : UIPopup<UIPopup_RewardGetUserProfile> // TypeDefIndex: 2261"
"79839","class","UIPopup_RewardGet_CardAllComplete.","2262","private sealed class UIPopup_RewardGet_CardAllComplete.<>c__DisplayClass15_0 // TypeDefIndex: 2262"
"79856","class","UIPopup_RewardGet_CardAllComplete.","2263","private sealed class UIPopup_RewardGet_CardAllComplete.<SetItemsDelay>d__10 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 2263"
"79896","class","UIPopup_RewardGet_CardAllComplete","2264","public class UIPopup_RewardGet_CardAllComplete : UIPopup_RewardGet<UIPopup_RewardGet_CardAllComplete> // TypeDefIndex: 2264"
"79940","class","UIPopup_RewardGet_CardGroupComplete.","2265","private sealed class UIPopup_RewardGet_CardGroupComplete.<RewardItemDelayCo>d__9 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 2265"
"79979","class","UIPopup_RewardGet_CardGroupComplete","2266","public class UIPopup_RewardGet_CardGroupComplete : UIPopup_RewardGet<UIPopup_RewardGet_CardGroupComplete> // TypeDefIndex: 2266"
"80020","class","UIPopup_RewardGet_CardPack.","2267","private sealed class UIPopup_RewardGet_CardPack.<>c // TypeDefIndex: 2267"
"80048","class","UIPopup_RewardGet_CardPack.","2268","private sealed class UIPopup_RewardGet_CardPack.<StartCardOpenAnim>d__28 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 2268"
"80089","class","UIPopup_RewardGet_CardPack","2269","public class UIPopup_RewardGet_CardPack : UIPopup_RewardGet<UIPopup_RewardGet_CardPack> // TypeDefIndex: 2269"
"80183","class","UIPopup_RewardGet_Costume","2270","public class UIPopup_RewardGet_Costume : UIPopup_RewardGet<UIPopup_RewardGet_Costume> // TypeDefIndex: 2270"
"80232","class","UIPopup_RewardGet_InGameRes.","2271","private sealed class UIPopup_RewardGet_InGameRes.<SetItemsDelay>d__6 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 2271"
"80275","class","UIPopup_RewardGet_InGameRes","2272","public class UIPopup_RewardGet_InGameRes : UIPopup<UIPopup_RewardGet_InGameRes> // TypeDefIndex: 2272"
"80309","enum","UIPopup_Reward_CustomerCoupon.CouponRewardState","2273","private enum UIPopup_Reward_CustomerCoupon.CouponRewardState // TypeDefIndex: 2273"
"80321","class","UIPopup_Reward_CustomerCoupon.","2274","private sealed class UIPopup_Reward_CustomerCoupon.<>c__DisplayClass51_0 // TypeDefIndex: 2274"
"80335","class","UIPopup_Reward_CustomerCoupon.","2275","private sealed class UIPopup_Reward_CustomerCoupon.<>c__DisplayClass51_1 // TypeDefIndex: 2275"
"80352","class","UIPopup_Reward_CustomerCoupon.","2276","private sealed class UIPopup_Reward_CustomerCoupon.<>c__DisplayClass51_2 // TypeDefIndex: 2276"
"80368","class","UIPopup_Reward_CustomerCoupon","2277","public class UIPopup_Reward_CustomerCoupon : UIPopup<UIPopup_Reward_CustomerCoupon> // TypeDefIndex: 2277"
"80540","class","UIPopup_RoomQuestInfo.","2278","private sealed class UIPopup_RoomQuestInfo.<>c // TypeDefIndex: 2278"
"80559","class","UIPopup_RoomQuestInfo","2279","public class UIPopup_RoomQuestInfo : UIPopup<UIPopup_RoomQuestInfo> // TypeDefIndex: 2279"
"80689","class","UIPopup_SaveCampaign.","2281","private sealed class UIPopup_SaveCampaign.<SetDescCoroutine>d__11 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 2281"
"80727","class","UIPopup_SaveCampaign","2282","public class UIPopup_SaveCampaign : UIPopup<UIPopup_SaveCampaign> // TypeDefIndex: 2282"
"80994","enum","StoryAnimStep","2289","public enum StoryAnimStep // TypeDefIndex: 2289"
"81377","class","UIPopup_SubMapEnd_RewardGet","2295","public class UIPopup_SubMapEnd_RewardGet : UIPopup<UIPopup_SubMapEnd_RewardGet> // TypeDefIndex: 2295"
"81416","class","ProfileChangeItemData","2296","public class ProfileChangeItemData : InfiniteScrollData // TypeDefIndex: 2296"
"82026","class","UIpopup_Profilepurchase","2306","public class UIpopup_Profilepurchase : UIPopup<UIpopup_Profilepurchase> // TypeDefIndex: 2306"
"82065","class","UiPopup_LevelPass","2307","public class UiPopup_LevelPass : UIPopup<UiPopup_LevelPass> // TypeDefIndex: 2307"
"82289","struct","TutorialTextInfo","2313","public struct TutorialTextInfo // TypeDefIndex: 2313"
"82300","struct","TutorialTextKey","2314","public struct TutorialTextKey // TypeDefIndex: 2314"
"82309","class","UITutorial","2315","public class UITutorial : MonoBehaviour // TypeDefIndex: 2315"
"82324","class","UITutorial_ApRecharge","2316","public class UITutorial_ApRecharge : UITutorial // TypeDefIndex: 2316"
"82399","class","UITutorial_AutoProduce.","2317","private sealed class UITutorial_AutoProduce.<>c__DisplayClass8_0 // TypeDefIndex: 2317"
"82415","class","UITutorial_AutoProduce","2318","public class UITutorial_AutoProduce : UITutorial // TypeDefIndex: 2318"
"82468","class","UITutorial_BlockInfo.","2319","private sealed class UITutorial_BlockInfo.<>c__DisplayClass24_0 // TypeDefIndex: 2319"
"82485","class","UITutorial_BlockInfo.","2320","private sealed class UITutorial_BlockInfo.<>c__DisplayClass25_0 // TypeDefIndex: 2320"
"82502","class","UITutorial_BlockInfo.","2321","private sealed class UITutorial_BlockInfo.<>c__DisplayClass26_0 // TypeDefIndex: 2321"
"82519","class","UITutorial_BlockInfo.","2322","private sealed class UITutorial_BlockInfo.<>c__DisplayClass27_0 // TypeDefIndex: 2322"
"82536","class","UITutorial_BlockInfo.","2323","private sealed class UITutorial_BlockInfo.<>c__DisplayClass28_0 // TypeDefIndex: 2323"
"82553","class","UITutorial_BlockInfo.","2324","private sealed class UITutorial_BlockInfo.<>c__DisplayClass28_1 // TypeDefIndex: 2324"
"82569","class","UITutorial_BlockInfo","2325","public class UITutorial_BlockInfo : UITutorial // TypeDefIndex: 2325"
"82665","class","UITutorial_BlockInfo_B.","2326","private sealed class UITutorial_BlockInfo_B.<>c__DisplayClass19_0 // TypeDefIndex: 2326"
"82682","class","UITutorial_BlockInfo_B.","2327","private sealed class UITutorial_BlockInfo_B.<>c__DisplayClass20_0 // TypeDefIndex: 2327"
"82699","class","UITutorial_BlockInfo_B.","2328","private sealed class UITutorial_BlockInfo_B.<>c__DisplayClass21_0 // TypeDefIndex: 2328"
"82716","class","UITutorial_BlockInfo_B.","2329","private sealed class UITutorial_BlockInfo_B.<>c__DisplayClass22_0 // TypeDefIndex: 2329"
"82733","class","UITutorial_BlockInfo_B.","2330","private sealed class UITutorial_BlockInfo_B.<>c__DisplayClass23_0 // TypeDefIndex: 2330"
"82749","class","UITutorial_BlockInfo_B","2331","public class UITutorial_BlockInfo_B : UITutorial // TypeDefIndex: 2331"
"82835","class","UITutorial_BlockInfo_Fabricate.","2332","private sealed class UITutorial_BlockInfo_Fabricate.<>c__DisplayClass7_0 // TypeDefIndex: 2332"
"82851","class","UITutorial_BlockInfo_Fabricate","2333","public class UITutorial_BlockInfo_Fabricate : UITutorial // TypeDefIndex: 2333"
"82895","class","UITutorial_BlockInfo_New.","2334","private sealed class UITutorial_BlockInfo_New.<>c__DisplayClass13_0 // TypeDefIndex: 2334"
"82912","class","UITutorial_BlockInfo_New.","2335","private sealed class UITutorial_BlockInfo_New.<>c__DisplayClass14_0 // TypeDefIndex: 2335"
"82928","class","UITutorial_BlockInfo_New","2336","public class UITutorial_BlockInfo_New : UITutorial // TypeDefIndex: 2336"
"82987","class","UITutorial_BubbleBlock.","2337","private sealed class UITutorial_BubbleBlock.<>c__DisplayClass8_0 // TypeDefIndex: 2337"
"83004","class","UITutorial_BubbleBlock.","2338","private sealed class UITutorial_BubbleBlock.<>c__DisplayClass9_0 // TypeDefIndex: 2338"
"83020","class","UITutorial_BubbleBlock","2339","public class UITutorial_BubbleBlock : UITutorial // TypeDefIndex: 2339"
"83072","class","UITutorial_Collection.","2340","private sealed class UITutorial_Collection.<>c__DisplayClass33_0 // TypeDefIndex: 2340"
"83088","class","UITutorial_Collection","2341","public class UITutorial_Collection : UITutorial // TypeDefIndex: 2341"
"83192","class","UITutorial_Costume.","2342","private sealed class UITutorial_Costume.<>c__DisplayClass22_0 // TypeDefIndex: 2342"
"83209","class","UITutorial_Costume.","2343","private sealed class UITutorial_Costume.<>c__DisplayClass23_0 // TypeDefIndex: 2343"
"83226","class","UITutorial_Costume.","2344","private sealed class UITutorial_Costume.<>c__DisplayClass24_0 // TypeDefIndex: 2344"
"83243","class","UITutorial_Costume.","2345","private sealed class UITutorial_Costume.<>c__DisplayClass25_0 // TypeDefIndex: 2345"
"83260","class","UITutorial_Costume.","2346","private sealed class UITutorial_Costume.<>c__DisplayClass26_0 // TypeDefIndex: 2346"
"83277","class","UITutorial_Costume.","2347","private sealed class UITutorial_Costume.<>c__DisplayClass27_0 // TypeDefIndex: 2347"
"83294","class","UITutorial_Costume.","2348","private sealed class UITutorial_Costume.<>c__DisplayClass28_0 // TypeDefIndex: 2348"
"83310","class","UITutorial_Costume","2349","public class UITutorial_Costume : UITutorial // TypeDefIndex: 2349"
"83439","class","UITutorial_CustomerEpisode","2350","public class UITutorial_CustomerEpisode : UITutorial // TypeDefIndex: 2350"
"83540","class","UITutorial_CustomerInfo","2351","public class UITutorial_CustomerInfo : UITutorial // TypeDefIndex: 2351"
"83617","class","UITutorial_Dormitory.","2352","private sealed class UITutorial_Dormitory.<>c__DisplayClass19_0 // TypeDefIndex: 2352"
"83634","class","UITutorial_Dormitory.","2353","private sealed class UITutorial_Dormitory.<>c__DisplayClass20_0 // TypeDefIndex: 2353"
"83650","class","UITutorial_Dormitory","2354","public class UITutorial_Dormitory : UITutorial // TypeDefIndex: 2354"
"83732","class","UITutorial_EchoArchive.","2355","private sealed class UITutorial_EchoArchive.<>c__DisplayClass21_0 // TypeDefIndex: 2355"
"83749","class","UITutorial_EchoArchive.","2356","private sealed class UITutorial_EchoArchive.<>c__DisplayClass22_0 // TypeDefIndex: 2356"
"83766","class","UITutorial_EchoArchive.","2357","private sealed class UITutorial_EchoArchive.<>c__DisplayClass24_0 // TypeDefIndex: 2357"
"83783","class","UITutorial_EchoArchive.","2358","private sealed class UITutorial_EchoArchive.<>c__DisplayClass26_0 // TypeDefIndex: 2358"
"83799","class","UITutorial_EchoArchive","2359","public class UITutorial_EchoArchive : UITutorial // TypeDefIndex: 2359"
"83898","class","UITutorial_InGame","2360","public class UITutorial_InGame : MonoBehaviour // TypeDefIndex: 2360"
"83913","class","UITutorial_InGameRes","2361","public class UITutorial_InGameRes : UITutorial // TypeDefIndex: 2361"
"83931","class","UITutorial_InGameTeamFormation","2362","public class UITutorial_InGameTeamFormation : UITutorial // TypeDefIndex: 2362"
"83985","class","UITutorial_Inventory.","2363","private sealed class UITutorial_Inventory.<>c // TypeDefIndex: 2363"
"84005","class","UITutorial_Inventory.","2364","private sealed class UITutorial_Inventory.<>c__DisplayClass13_0 // TypeDefIndex: 2364"
"84021","class","UITutorial_Inventory","2365","public class UITutorial_Inventory : UITutorial // TypeDefIndex: 2365"
"84072","class","UITutorial_LevelPass.","2366","private sealed class UITutorial_LevelPass.<>c__DisplayClass8_0 // TypeDefIndex: 2366"
"84089","class","UITutorial_LevelPass.","2367","private sealed class UITutorial_LevelPass.<>c__DisplayClass8_1 // TypeDefIndex: 2367"
"84106","class","UITutorial_LevelPass.","2368","private sealed class UITutorial_LevelPass.<>c__DisplayClass9_0 // TypeDefIndex: 2368"
"84122","class","UITutorial_LevelPass","2369","public class UITutorial_LevelPass : UITutorial // TypeDefIndex: 2369"
"84174","class","UITutorial_MaidAIChat.","2370","private sealed class UITutorial_MaidAIChat.<>c // TypeDefIndex: 2370"
"84194","class","UITutorial_MaidAIChat.","2371","private sealed class UITutorial_MaidAIChat.<>c__DisplayClass44_0 // TypeDefIndex: 2371"
"84211","class","UITutorial_MaidAIChat.","2372","private sealed class UITutorial_MaidAIChat.<>c__DisplayClass45_0 // TypeDefIndex: 2372"
"84228","class","UITutorial_MaidAIChat.","2373","private sealed class UITutorial_MaidAIChat.<>c__DisplayClass49_0 // TypeDefIndex: 2373"
"84245","class","UITutorial_MaidAIChat.","2374","private sealed class UITutorial_MaidAIChat.<>c__DisplayClass51_0 // TypeDefIndex: 2374"
"84262","class","UITutorial_MaidAIChat.","2375","private sealed class UITutorial_MaidAIChat.<>c__DisplayClass53_0 // TypeDefIndex: 2375"
"84278","class","UITutorial_MaidAIChat","2376","public class UITutorial_MaidAIChat : UITutorial // TypeDefIndex: 2376"
"84465","class","UITutorial_MaidAlbum","2377","public class UITutorial_MaidAlbum : UITutorial // TypeDefIndex: 2377"
"84483","class","UITutorial_MaidChat","2378","public class UITutorial_MaidChat : UITutorial // TypeDefIndex: 2378"
"84574","class","UITutorial_MaidGift","2379","public class UITutorial_MaidGift : UITutorial // TypeDefIndex: 2379"
"84718","class","UITutorial_MaidGiftInfo","2380","public class UITutorial_MaidGiftInfo : UITutorial // TypeDefIndex: 2380"
"84753","class","UITutorial_MaidLobby.","2381","private sealed class UITutorial_MaidLobby.<>c__DisplayClass16_0 // TypeDefIndex: 2381"
"84773","class","UITutorial_MaidLobby","2382","public class UITutorial_MaidLobby : UITutorial // TypeDefIndex: 2382"
"84829","class","UITutorial_MaidNote","2383","public class UITutorial_MaidNote : UITutorial // TypeDefIndex: 2383"
"84981","class","UITutorial_MaidSkill","2384","public class UITutorial_MaidSkill : UITutorial // TypeDefIndex: 2384"
"85083","class","UITutorial_MaidTeamFormation","2385","public class UITutorial_MaidTeamFormation : UITutorial // TypeDefIndex: 2385"
"85209","class","UITutorial_MemoryCardCollection.","2386","private sealed class UITutorial_MemoryCardCollection.<>c__DisplayClass16_0 // TypeDefIndex: 2386"
"85225","class","UITutorial_MemoryCardCollection","2387","public class UITutorial_MemoryCardCollection : UITutorial // TypeDefIndex: 2387"
"85307","class","UITutorial_MemoryCardShop.","2388","private sealed class UITutorial_MemoryCardShop.<>c__DisplayClass9_0 // TypeDefIndex: 2388"
"85323","class","UITutorial_MemoryCardShop","2389","public class UITutorial_MemoryCardShop : UITutorial // TypeDefIndex: 2389"
"85382","struct","MergeInfo","2390","public struct MergeInfo // TypeDefIndex: 2390"
"85397","class","UITutorial_Merge.","2391","private sealed class UITutorial_Merge.<>c__DisplayClass12_0 // TypeDefIndex: 2391"
"85414","class","UITutorial_Merge","2392","public class UITutorial_Merge : UITutorial // TypeDefIndex: 2392"
"85461","class","UITutorial_Merge_A","2393","public class UITutorial_Merge_A : UITutorial // TypeDefIndex: 2393"
"85505","class","UITutorial_Merge_FindBlock.","2394","private sealed class UITutorial_Merge_FindBlock.<>c__DisplayClass10_0 // TypeDefIndex: 2394"
"85522","class","UITutorial_Merge_FindBlock","2395","public class UITutorial_Merge_FindBlock : UITutorial // TypeDefIndex: 2395"
"85555","class","UITutorial_MultipleQuest","2396","public class UITutorial_MultipleQuest : UITutorial // TypeDefIndex: 2396"
"85612","class","UITutorial_NewEvent.","2397","private sealed class UITutorial_NewEvent.<>c__DisplayClass15_0 // TypeDefIndex: 2397"
