"LineNumber","Kind","Name","TypeDefIndex","Declaration"
"364","class","MstItemEntity","6","public class MstItemEntity // TypeDefIndex: 6"
"381","enum","MstItemCategory","7","public enum MstItemCategory // TypeDefIndex: 7"
"392","class","MstItems","8","public class MstItems : ScriptableObject // TypeDefIndex: 8"
"1449","class","Reporter.","43","private sealed class Reporter.<readInfo>d__188 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 43"
"2045","class","PurchaseRowPrefab","54","public class PurchaseRowPrefab : MonoBehaviour // TypeDefIndex: 54"
"2087","class","AdsPage","55","public class AdsPage : MonoBehaviour // TypeDefIndex: 55"
"2249","class","PurchasePage.","59","private sealed class PurchasePage.<>c__DisplayClass10_0 // TypeDefIndex: 59"
"2267","class","PurchasePage.","60","private sealed class PurchasePage.<>c__DisplayClass13_0 // TypeDefIndex: 60"
"2283","class","PurchasePage","61","public class PurchasePage : MonoBehaviour // TypeDefIndex: 61"
"2347","class","SavePage","62","public class SavePage : MonoBehaviour // TypeDefIndex: 62"
"2560","class","FBWindowsADSManager.","70","private sealed class FBWindowsADSManager.<>c__DisplayClass3_0 // TypeDefIndex: 70"
"2577","class","FBWindowsADSManager.","71","private sealed class FBWindowsADSManager.<>c__DisplayClass4_0 // TypeDefIndex: 71"
"2594","class","FBWindowsADSManager.","72","private sealed class FBWindowsADSManager.<>c__DisplayClass5_0 // TypeDefIndex: 72"
"2611","class","FBWindowsADSManager.","73","private sealed class FBWindowsADSManager.<>c__DisplayClass6_0 // TypeDefIndex: 73"
"2627","class","FBWindowsADSManager","74","public class FBWindowsADSManager : MonoBehaviour // TypeDefIndex: 74"
"2785","class","FBWindowsLoginManager.","80","private sealed class FBWindowsLoginManager.<LoadPictureFromUrl>d__10 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 80"
"2902","class","FBWindowsPhysicalGamepadManager","83","public class FBWindowsPhysicalGamepadManager : MonoBehaviour // TypeDefIndex: 83"
"2918","class","FBWindowsPurchaseManager.","84","private sealed class FBWindowsPurchaseManager.<>c__DisplayClass5_0 // TypeDefIndex: 84"
"2935","class","FBWindowsPurchaseManager.","85","private sealed class FBWindowsPurchaseManager.<>c__DisplayClass9_0 // TypeDefIndex: 85"
"2956","class","FBWindowsPurchaseManager.","86","private sealed class FBWindowsPurchaseManager.<LoadPictureFromUrl>d__6 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 86"
"2997","class","FBWindowsPurchaseManager","87","public class FBWindowsPurchaseManager : MonoBehaviour // TypeDefIndex: 87"
"3092","class","FBWindowsSoftKeyboardManager","90","public class FBWindowsSoftKeyboardManager : MonoBehaviour // TypeDefIndex: 90"
"3163","class","FBWindowsVirtualGamepadManager","92","public class FBWindowsVirtualGamepadManager : MonoBehaviour // TypeDefIndex: 92"
"3182","class","GAAdMobIntegration","93","public class GAAdMobIntegration // TypeDefIndex: 93"
"3340","class","UnityWebRequestHS","104","public class UnityWebRequestHS // TypeDefIndex: 104"
"3383","class","UnityWebRequestManager","105","public class UnityWebRequestManager : Immortal<UnityWebRequestManager> // TypeDefIndex: 105"
"3435","class","LocalizeItem","108","public class LocalizeItem : MonoBehaviour // TypeDefIndex: 108"
"3585","class","LocalizeTableDataManager.","114","private sealed class LocalizeTableDataManager.<>c__DisplayClass5_0 // TypeDefIndex: 114"
"3612","class","LocalizeTableDataManager","115","public class LocalizeTableDataManager : MonoBehaviourSingleton<LocalizeTableDataManager> // TypeDefIndex: 115"
"3722","class","Table_Language","118","public class Table_Language : ExcelImporterRoot // TypeDefIndex: 118"
"3834","class","UserSaveData","121","public abstract class UserSaveData // TypeDefIndex: 121"
"3893","class","UILeaderboardPage.","124","private sealed class UILeaderboardPage.<>c__DisplayClass13_0 // TypeDefIndex: 124"
"3912","class","UILeaderboardPage","125","public class UILeaderboardPage : MonoBehaviour // TypeDefIndex: 125"
"3958","class","UILeaderboardRankInfo","126","public class UILeaderboardRankInfo : MonoBehaviour // TypeDefIndex: 126"
"4052","enum","LoadingPopupType","130","public enum LoadingPopupType // TypeDefIndex: 130"
"4108","enum","MapType","135","public enum MapType // TypeDefIndex: 135"
"4119","enum","MapCellLockType","136","public enum MapCellLockType // TypeDefIndex: 136"
"4169","enum","RewardType","138","public enum RewardType // TypeDefIndex: 138"
"4198","enum","CurrencyType","139","public enum CurrencyType // TypeDefIndex: 139"
"4223","enum","RequestType","141","public enum RequestType // TypeDefIndex: 141"
"4242","enum","RequestGroupType","142","public enum RequestGroupType // TypeDefIndex: 142"
"4265","enum","MaidCoinType","144","public enum MaidCoinType // TypeDefIndex: 144"
"4276","enum","ItemType","145","public enum ItemType // TypeDefIndex: 145"
"4307","enum","RewardBoxType","147","public enum RewardBoxType // TypeDefIndex: 147"
"4339","enum","BlockType","150","public enum BlockType // TypeDefIndex: 150"
"4388","enum","BlockTextType","152","public enum BlockTextType // TypeDefIndex: 152"
"4470","enum","RequestState","154","public enum RequestState // TypeDefIndex: 154"
"4485","enum","BagPurchaseType","155","public enum BagPurchaseType // TypeDefIndex: 155"
"4537","enum","MissionQuestType","157","public enum MissionQuestType // TypeDefIndex: 157"
"4569","enum","ShopPromotionCondition","159","public enum ShopPromotionCondition // TypeDefIndex: 159"
"4616","enum","PackagePurchaseLocation","161","public enum PackagePurchaseLocation // TypeDefIndex: 161"
"4671","enum","NPCType","164","public enum NPCType // TypeDefIndex: 164"
"4683","enum","MaidSkillType","165","public enum MaidSkillType // TypeDefIndex: 165"
"4707","enum","NpcDialogType","166","public enum NpcDialogType // TypeDefIndex: 166"
"4734","enum","NpcAnimType","167","public enum NpcAnimType // TypeDefIndex: 167"
"4764","enum","NpcSkinType","168","public enum NpcSkinType // TypeDefIndex: 168"
"4781","enum","NpcEffectType","169","public enum NpcEffectType // TypeDefIndex: 169"
"4805","enum","MissionRefreshType","171","public enum MissionRefreshType // TypeDefIndex: 171"
"4815","enum","MissionPassType","172","public enum MissionPassType // TypeDefIndex: 172"
"4824","enum","EventSummerFestivalShopType","173","public enum EventSummerFestivalShopType // TypeDefIndex: 173"
"4904","enum","MaidChatType","180","public enum MaidChatType // TypeDefIndex: 180"
"4914","enum","OutGameStoryType","181","public enum OutGameStoryType // TypeDefIndex: 181"
"4935","enum","LoadingType","183","public enum LoadingType // TypeDefIndex: 183"
"4982","enum","LocalNoticeRewardType","187","public enum LocalNoticeRewardType // TypeDefIndex: 187"
"5062","enum","BlockSpineType","194","public enum BlockSpineType // TypeDefIndex: 194"
"5074","enum","MemoryCardType","195","public enum MemoryCardType // TypeDefIndex: 195"
"5083","enum","MemoryCardGrade","196","public enum MemoryCardGrade // TypeDefIndex: 196"
"5093","enum","MemoryCardTicketType","197","public enum MemoryCardTicketType // TypeDefIndex: 197"
"5125","enum","ItemUnlockType","200","public enum ItemUnlockType // TypeDefIndex: 200"
"5137","enum","InGameResType","201","public enum InGameResType // TypeDefIndex: 201"
"5158","enum","NpcUnlockType","203","public enum NpcUnlockType // TypeDefIndex: 203"
"5341","struct","RewardInfo","207","public struct RewardInfo // TypeDefIndex: 207"
"5356","struct","CostumeRewardInfo","208","public struct CostumeRewardInfo // TypeDefIndex: 208"
"5375","struct","BlockTextInfo","210","public struct BlockTextInfo // TypeDefIndex: 210"
"5386","struct","ProduceBlockTextInfo","211","public struct ProduceBlockTextInfo // TypeDefIndex: 211"
"5501","struct","NpcEffectInfo","219","public struct NpcEffectInfo // TypeDefIndex: 219"
"5527","struct","BloodWormStepInfo","221","public struct BloodWormStepInfo // TypeDefIndex: 221"
"5544","class","RewardCommonInfo","222","public class RewardCommonInfo // TypeDefIndex: 222"
"5559","class","UserSaveDataMetaInfo","223","public class UserSaveDataMetaInfo // TypeDefIndex: 223"
"5586","class","Effect_EchoArchive_BlockCollect","225","public class Effect_EchoArchive_BlockCollect : Effect_BezierFly // TypeDefIndex: 225"
"5781","class","Effect_BlockTextNoti","229","public class Effect_BlockTextNoti : Effect // TypeDefIndex: 229"
"5801","class","Effect_ItemBlockIdle","230","public class Effect_ItemBlockIdle : Effect // TypeDefIndex: 230"
"5827","class","Effect_MemorySkill.","231","private sealed class Effect_MemorySkill.<MoveUp>d__5 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 231"
"5870","class","Effect_MemorySkill","232","public class Effect_MemorySkill : Effect // TypeDefIndex: 232"
"5897","class","Effect_Reward","233","public class Effect_Reward // TypeDefIndex: 233"
"5916","class","Effect_RewardAP.","234","private sealed class Effect_RewardAP.<>c__DisplayClass3_0 // TypeDefIndex: 234"
"5935","class","Effect_RewardAP","235","public class Effect_RewardAP : Effect_Reward // TypeDefIndex: 235"
"5960","class","Effect_RewardBalloonsFly","236","public class Effect_RewardBalloonsFly : Effect_BezierFly // TypeDefIndex: 236"
"5989","class","Effect_RewardBlock.","237","private sealed class Effect_RewardBlock.<>c__DisplayClass2_0 // TypeDefIndex: 237"
"6008","class","Effect_RewardBlock","238","public class Effect_RewardBlock : Effect_Reward // TypeDefIndex: 238"
"6033","class","Effect_RewardDormitory.","239","private sealed class Effect_RewardDormitory.<>c__DisplayClass2_0 // TypeDefIndex: 239"
"6052","class","Effect_RewardDormitory","240","public class Effect_RewardDormitory : Effect_Reward // TypeDefIndex: 240"
"6073","class","Effect_RewardEventFly","241","public class Effect_RewardEventFly : Effect_BezierFly // TypeDefIndex: 241"
"6105","class","Effect_RewardExp.","242","private sealed class Effect_RewardExp.<>c__DisplayClass4_0 // TypeDefIndex: 242"
"6124","class","Effect_RewardExp","243","public class Effect_RewardExp : Effect_Reward // TypeDefIndex: 243"
"6159","class","Effect_RewardFindEvidence","244","public class Effect_RewardFindEvidence : Effect_BezierFly // TypeDefIndex: 244"
"6191","class","Effect_RewardFly","245","public class Effect_RewardFly : Effect_BezierFly // TypeDefIndex: 245"
"6232","class","Effect_RewardGold.","246","private sealed class Effect_RewardGold.<>c__DisplayClass3_0 // TypeDefIndex: 246"
"6251","class","Effect_RewardGold","247","public class Effect_RewardGold : Effect_Reward // TypeDefIndex: 247"
"6277","class","Effect_RewardItem.","248","private sealed class Effect_RewardItem.<>c__DisplayClass3_0 // TypeDefIndex: 248"
"6296","class","Effect_RewardItem","249","public class Effect_RewardItem : Effect_Reward // TypeDefIndex: 249"
"6322","class","Effect_RewardJewel.","250","private sealed class Effect_RewardJewel.<>c__DisplayClass3_0 // TypeDefIndex: 250"
"6341","class","Effect_RewardJewel","251","public class Effect_RewardJewel : Effect_Reward // TypeDefIndex: 251"
"6366","class","Effect_RewardMaidCoin","252","public class Effect_RewardMaidCoin : Effect_Reward // TypeDefIndex: 252"
"6382","class","Effect_RewardMaidGift.","253","private sealed class Effect_RewardMaidGift.<>c__DisplayClass2_0 // TypeDefIndex: 253"
"6401","class","Effect_RewardMaidGift","254","public class Effect_RewardMaidGift : Effect_Reward // TypeDefIndex: 254"
"6426","class","Effect_RewardMainQuestPoint.","255","private sealed class Effect_RewardMainQuestPoint.<>c__DisplayClass2_0 // TypeDefIndex: 255"
"6445","class","Effect_RewardMainQuestPoint","256","public class Effect_RewardMainQuestPoint : Effect_Reward // TypeDefIndex: 256"
"6470","class","Effect_RewardMasterHeart.","257","private sealed class Effect_RewardMasterHeart.<>c__DisplayClass3_0 // TypeDefIndex: 257"
"6489","class","Effect_RewardMasterHeart","258","public class Effect_RewardMasterHeart : Effect_Reward // TypeDefIndex: 258"
"6515","class","Effect_RewardMasterHeartPiece.","259","private sealed class Effect_RewardMasterHeartPiece.<>c__DisplayClass3_0 // TypeDefIndex: 259"
"6534","class","Effect_RewardMasterHeartPiece","260","public class Effect_RewardMasterHeartPiece : Effect_Reward // TypeDefIndex: 260"
"6560","class","Effect_RewardMissionPass.","261","private sealed class Effect_RewardMissionPass.<>c__DisplayClass5_0 // TypeDefIndex: 261"
"6579","class","Effect_RewardMissionPass","262","public class Effect_RewardMissionPass : Effect_Reward // TypeDefIndex: 262"
"6607","class","Effect_RewardPopFly.","263","private sealed class Effect_RewardPopFly.<>c__DisplayClass8_0 // TypeDefIndex: 263"
"6623","class","Effect_RewardPopFly","264","public class Effect_RewardPopFly : Effect_BezierFly // TypeDefIndex: 264"
"6667","class","Effect_SpreadFly","265","public class Effect_SpreadFly : Effect // TypeDefIndex: 265"
"6766","class","Effect_LobbyRewardEvent.","268","private sealed class Effect_LobbyRewardEvent.<>c__DisplayClass6_0 // TypeDefIndex: 268"
"6786","class","Effect_LobbyRewardEvent","269","public class Effect_LobbyRewardEvent : Effect_Reward // TypeDefIndex: 269"
"6817","class","Effect_LobbyRewardSeason.","270","private sealed class Effect_LobbyRewardSeason.<>c__DisplayClass7_0 // TypeDefIndex: 270"
"6837","class","Effect_LobbyRewardSeason","271","public class Effect_LobbyRewardSeason : Effect_Reward // TypeDefIndex: 271"
"7291","class","InGame_BlockSpineObject","277","public class InGame_BlockSpineObject : MonoBehaviour // TypeDefIndex: 277"
"7326","class","FabricateItemBlockInfo","279","public class FabricateItemBlockInfo // TypeDefIndex: 279"
"7340","struct","ProduceUseItemInfo","280","public struct ProduceUseItemInfo // TypeDefIndex: 280"
"7351","class","InGame_ItemBlock.","281","private sealed class InGame_ItemBlock.<>c // TypeDefIndex: 281"
"7375","class","InGame_ItemBlock.","282","private sealed class InGame_ItemBlock.<>c__DisplayClass183_0 // TypeDefIndex: 282"
"7391","class","InGame_ItemBlock.","283","private sealed class InGame_ItemBlock.<UseSkillDelay>d__184 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 283"
"7429","class","InGame_ItemBlock","284","public class InGame_ItemBlock : MonoBehaviour // TypeDefIndex: 284"
"8122","class","InGame_ItemBlock_BubbleTime.Timer","285","public sealed class InGame_ItemBlock_BubbleTime.Timer : MulticastDelegate // TypeDefIndex: 285"
"8140","class","InGame_ItemBlock_BubbleTime","286","public class InGame_ItemBlock_BubbleTime : MonoBehaviour // TypeDefIndex: 286"
"8186","class","InGame_ItemBlock_CoolTime.Timer","287","public sealed class InGame_ItemBlock_CoolTime.Timer : MulticastDelegate // TypeDefIndex: 287"
"8204","class","InGame_ItemBlock_CoolTime","288","public class InGame_ItemBlock_CoolTime : MonoBehaviour // TypeDefIndex: 288"
"8267","class","InGame_ItemBlock_EAFabricateTimer.Timer","289","public sealed class InGame_ItemBlock_EAFabricateTimer.Timer : MulticastDelegate // TypeDefIndex: 289"
"8285","class","InGame_ItemBlock_EAFabricateTimer","290","public class InGame_ItemBlock_EAFabricateTimer : MonoBehaviour // TypeDefIndex: 290"
"8331","class","InGame_ItemBlock_FabricateTimer.Timer","291","public sealed class InGame_ItemBlock_FabricateTimer.Timer : MulticastDelegate // TypeDefIndex: 291"
"8349","class","InGame_ItemBlock_FabricateTimer","292","public class InGame_ItemBlock_FabricateTimer : MonoBehaviour // TypeDefIndex: 292"
"8396","class","InGame_ItemBlock_OpenCoolTime.Timer","293","public sealed class InGame_ItemBlock_OpenCoolTime.Timer : MulticastDelegate // TypeDefIndex: 293"
"8414","class","InGame_ItemBlock_OpenCoolTime","294","public class InGame_ItemBlock_OpenCoolTime : MonoBehaviour // TypeDefIndex: 294"
"8460","class","InGame_ItemBlock_Spine","295","public class InGame_ItemBlock_Spine : MonoBehaviour // TypeDefIndex: 295"
"8494","class","InGame_ItemCell","296","public class InGame_ItemCell : MonoBehaviour // TypeDefIndex: 296"
"8679","class","InGame.","297","private sealed class InGame.<>c // TypeDefIndex: 297"
"8706","class","InGame","298","public class InGame : MonoBehaviourSingleton<InGame> // TypeDefIndex: 298"
"8938","class","InGame_BlockManager.","299","private sealed class InGame_BlockManager.<>c // TypeDefIndex: 299"
"8974","class","InGame_BlockManager.","300","private sealed class InGame_BlockManager.<>c__DisplayClass91_0 // TypeDefIndex: 300"
"8993","class","InGame_BlockManager","301","public class InGame_BlockManager : MonoBehaviourSingleton<InGame_BlockManager> // TypeDefIndex: 301"
"9419","class","InGame_DragManager.","302","private sealed class InGame_DragManager.<>c // TypeDefIndex: 302"
"9451","class","InGame_DragManager.","303","private sealed class InGame_DragManager.<>c__DisplayClass43_0 // TypeDefIndex: 303"
"9472","class","InGame_DragManager.","304","private sealed class InGame_DragManager.<>c__DisplayClass44_0 // TypeDefIndex: 304"
"9491","class","InGame_DragManager.","305","private sealed class InGame_DragManager.<>c__DisplayClass50_0 // TypeDefIndex: 305"
"9507","class","InGame_DragManager.","306","private sealed class InGame_DragManager.<>c__DisplayClass52_0 // TypeDefIndex: 306"
"9523","class","InGame_DragManager.","307","private sealed class InGame_DragManager.<>c__DisplayClass54_0 // TypeDefIndex: 307"
"9539","class","InGame_DragManager.","308","private sealed class InGame_DragManager.<>c__DisplayClass56_0 // TypeDefIndex: 308"
"9555","class","InGame_DragManager.","309","private sealed class InGame_DragManager.<OnUseItemBlock>d__44 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 309"
"9601","class","InGame_DragManager","310","public class InGame_DragManager : MonoBehaviourSingleton<InGame_DragManager> // TypeDefIndex: 310"
"9763","struct","InGameCellInfo","312","public struct InGameCellInfo // TypeDefIndex: 312"
"9775","class","InGame_MapManager.","313","private sealed class InGame_MapManager.<>c // TypeDefIndex: 313"
"9795","class","InGame_MapManager.","314","private sealed class InGame_MapManager.<>c__DisplayClass115_0 // TypeDefIndex: 314"
"9811","class","InGame_MapManager.","315","private sealed class InGame_MapManager.<>c__DisplayClass66_0 // TypeDefIndex: 315"
"9830","class","InGame_MapManager.","316","private sealed class InGame_MapManager.<>c__DisplayClass66_1 // TypeDefIndex: 316"
"9853","class","InGame_MapManager.","317","private sealed class InGame_MapManager.<>c__DisplayClass67_0 // TypeDefIndex: 317"
"9870","class","InGame_MapManager.","318","private sealed class InGame_MapManager.<>c__DisplayClass72_0 // TypeDefIndex: 318"
"9887","class","InGame_MapManager.","319","private sealed class InGame_MapManager.<>c__DisplayClass76_0 // TypeDefIndex: 319"
"9904","class","InGame_MapManager.","320","private sealed class InGame_MapManager.<>c__DisplayClass87_0 // TypeDefIndex: 320"
"9919","class","InGame_MapManager","321","public class InGame_MapManager : MonoBehaviourSingleton<InGame_MapManager> // TypeDefIndex: 321"
"10253","class","InGameCellMapIDInfo","322","public class InGameCellMapIDInfo // TypeDefIndex: 322"
"10268","class","InGame_RequestManager.","323","private sealed class InGame_RequestManager.<>c // TypeDefIndex: 323"
"10308","class","InGame_RequestManager.","324","private sealed class InGame_RequestManager.<>c__DisplayClass139_0 // TypeDefIndex: 324"
"10326","class","InGame_RequestManager.","325","private sealed class InGame_RequestManager.<>c__DisplayClass78_0 // TypeDefIndex: 325"
"10343","class","InGame_RequestManager.","326","private sealed class InGame_RequestManager.<ClearBlocksCo>d__137 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 326"
"10383","class","InGame_RequestManager","327","public class InGame_RequestManager : MonoBehaviourSingleton<InGame_RequestManager> // TypeDefIndex: 327"
"10793","class","AssetBundleManager.","330","private sealed class AssetBundleManager.<LoadBundleFile>d__12 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 330"
"10838","class","AssetBundleManager.","331","private sealed class AssetBundleManager.<LoadBundleInfo>d__11 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 331"
"10926","class","BGMManager.","333","private sealed class BGMManager.<Fade>d__26 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 333"
"10969","class","BGMManager.","334","private sealed class BGMManager.<FadeToVolume>d__32 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 334"
"11013","class","BGMManager.","335","private sealed class BGMManager.<FadeVolume>d__28 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 335"
"11167","class","UserCollectibleData","338","public class UserCollectibleData : UserSaveData // TypeDefIndex: 338"
"11389","class","GemSpriteValueInfo","343","public class GemSpriteValueInfo // TypeDefIndex: 343"
"11403","class","SaveCampaignInfo","344","public class SaveCampaignInfo // TypeDefIndex: 344"
"11463","class","TestLoadLevel","348","public class TestLoadLevel // TypeDefIndex: 348"
"11568","class","IngameResConfigInfo","355","public class IngameResConfigInfo // TypeDefIndex: 355"
"11583","class","GameLoadingInfo","356","public class GameLoadingInfo // TypeDefIndex: 356"
"11866","class","InGameConfigManager","359","public class InGameConfigManager : MonoBehaviourSingleton<InGameConfigManager> // TypeDefIndex: 359"
"12174","class","MemoryConfigDataInfo","362","public class MemoryConfigDataInfo // TypeDefIndex: 362"
"12189","class","LevelConfigManager","363","public class LevelConfigManager : MonoBehaviourSingleton<LevelConfigManager> // TypeDefIndex: 363"
"12451","class","MaidAIChatLanguageChatLengthConfig","364","public class MaidAIChatLanguageChatLengthConfig // TypeDefIndex: 364"
"12464","class","MaidAIChatConfigManager","365","public class MaidAIChatConfigManager : MonoBehaviourSingleton<MaidAIChatConfigManager> // TypeDefIndex: 365"
"12785","class","AddBoradLineInfo","366","public class AddBoradLineInfo // TypeDefIndex: 366"
"12823","class","ShopRefreshInfo","368","public class ShopRefreshInfo // TypeDefIndex: 368"
"12843","class","ShopMemoryTicketInfo","369","public class ShopMemoryTicketInfo // TypeDefIndex: 369"
"12865","class","ShopMemoryTicketItemInfo","370","public class ShopMemoryTicketItemInfo // TypeDefIndex: 370"
"12881","class","ShopMemoryTicketItemDailyInfo","371","public class ShopMemoryTicketItemDailyInfo : ShopMemoryTicketItemInfo // TypeDefIndex: 371"
"12895","class","ShopConfigManager","372","public class ShopConfigManager : MonoBehaviourSingleton<ShopConfigManager> // TypeDefIndex: 372"
"13013","class","UserCustomerEpisodeSaveData","373","public class UserCustomerEpisodeSaveData : UserSaveData // TypeDefIndex: 373"
"13026","class","CustomerEpisodeSaveData","374","public class CustomerEpisodeSaveData // TypeDefIndex: 374"
"13041","class","CustomerEpisodeManager","375","public class CustomerEpisodeManager : MonoBehaviourSingleton<CustomerEpisodeManager> // TypeDefIndex: 375"
"13146","class","UserAlbumSaveData","380","public class UserAlbumSaveData : UserSaveData // TypeDefIndex: 380"
"13164","class","AlbumDataManager.","381","private sealed class AlbumDataManager.<>c__DisplayClass5_0 // TypeDefIndex: 381"
"13183","class","AlbumDataManager","382","public class AlbumDataManager : MonoBehaviourSingleton<AlbumDataManager> // TypeDefIndex: 382"
"13234","class","UserAttendanceSaveData","383","public class UserAttendanceSaveData : UserSaveData // TypeDefIndex: 383"
"13259","class","DailyDataManager","384","public class DailyDataManager : MonoBehaviourSingleton<DailyDataManager> // TypeDefIndex: 384"
"13343","class","EchoArchiveUserData","385","public class EchoArchiveUserData : UserSaveData // TypeDefIndex: 385"
"13394","class","EchoArchiveGameData_RequestComplete","388","public class EchoArchiveGameData_RequestComplete // TypeDefIndex: 388"
"13410","class","EchoArchiveRequestData","389","public class EchoArchiveRequestData // TypeDefIndex: 389"
"13444","class","EchoArchiveGameData_CollectBlock","391","public class EchoArchiveGameData_CollectBlock // TypeDefIndex: 391"
"13460","class","EchoArchiveGameData_FabricateBlock","392","public class EchoArchiveGameData_FabricateBlock // TypeDefIndex: 392"
"13484","class","EAFabricateInitData","393","public class EAFabricateInitData // TypeDefIndex: 393"
"13502","class","EchoArchiveDataManager.","394","private sealed class EchoArchiveDataManager.<>c__DisplayClass18_0 // TypeDefIndex: 394"
"13520","class","EchoArchiveDataManager.","395","private sealed class EchoArchiveDataManager.<>c__DisplayClass18_1 // TypeDefIndex: 395"
"13536","class","EchoArchiveDataManager.","396","private sealed class EchoArchiveDataManager.<>c__DisplayClass7_0 // TypeDefIndex: 396"
"13554","class","EchoArchiveDataManager.","397","private sealed class EchoArchiveDataManager.<>c__DisplayClass8_0 // TypeDefIndex: 397"
"13571","class","EchoArchiveDataManager","398","public class EchoArchiveDataManager : MonoBehaviourSingleton<EchoArchiveDataManager> // TypeDefIndex: 398"
"13634","class","UserHighKujiData","399","public class UserHighKujiData : UserSaveData // TypeDefIndex: 399"
"13702","class","HighKujiDataManager.","403","private sealed class HighKujiDataManager.<>c // TypeDefIndex: 403"
"13722","class","HighKujiDataManager.","404","private sealed class HighKujiDataManager.<>c__DisplayClass13_0 // TypeDefIndex: 404"
"13735","class","HighKujiDataManager.","405","private sealed class HighKujiDataManager.<>c__DisplayClass13_1 // TypeDefIndex: 405"
"13752","class","HighKujiDataManager.","406","private sealed class HighKujiDataManager.<>c__DisplayClass13_2 // TypeDefIndex: 406"
"13769","class","HighKujiDataManager.","407","private sealed class HighKujiDataManager.<>c__DisplayClass14_0 // TypeDefIndex: 407"
"13783","class","HighKujiDataManager.","408","private sealed class HighKujiDataManager.<>c__DisplayClass14_1 // TypeDefIndex: 408"
"13803","class","HighKujiDataManager.","409","private sealed class HighKujiDataManager.<>c__DisplayClass14_2 // TypeDefIndex: 409"
"13820","class","HighKujiDataManager.","410","private sealed class HighKujiDataManager.<>c__DisplayClass5_0 // TypeDefIndex: 410"
"13837","class","HighKujiDataManager","411","public class HighKujiDataManager : MonoBehaviourSingleton<HighKujiDataManager> // TypeDefIndex: 411"
"13899","class","LevelPassUserData","412","public class LevelPassUserData : UserSaveData // TypeDefIndex: 412"
"13914","class","LevelPassRewardDataInfo","413","public class LevelPassRewardDataInfo // TypeDefIndex: 413"
"13933","class","LevelPassDataInfo","414","public class LevelPassDataInfo // TypeDefIndex: 414"
"13953","class","LevelPassDataManager.","415","private sealed class LevelPassDataManager.<>c // TypeDefIndex: 415"
"13973","class","LevelPassDataManager.","416","private sealed class LevelPassDataManager.<>c__DisplayClass13_0 // TypeDefIndex: 416"
"13991","class","LevelPassDataManager.","417","private sealed class LevelPassDataManager.<>c__DisplayClass15_0 // TypeDefIndex: 417"
"14007","class","LevelPassDataManager.","418","private sealed class LevelPassDataManager.<>c__DisplayClass16_0 // TypeDefIndex: 418"
"14023","class","LevelPassDataManager.","419","private sealed class LevelPassDataManager.<>c__DisplayClass21_0 // TypeDefIndex: 419"
"14040","class","LevelPassDataManager","420","public class LevelPassDataManager : MonoBehaviourSingleton<LevelPassDataManager> // TypeDefIndex: 420"
"14121","class","ProduceBlockMapSaveData","421","public class ProduceBlockMapSaveData : UserSaveData // TypeDefIndex: 421"
"14134","class","ProduceBlockMapData","422","public class ProduceBlockMapData // TypeDefIndex: 422"
"14148","class","MapSaveData","423","public class MapSaveData : UserSaveData // TypeDefIndex: 423"
"14167","class","MapCellData","424","public class MapCellData // TypeDefIndex: 424"
"14188","class","MapCellTypeData","425","public class MapCellTypeData // TypeDefIndex: 425"
"14208","class","BlockSaveData","426","public class BlockSaveData : UserSaveData // TypeDefIndex: 426"
"14226","class","MapBlockTypeData","427","public class MapBlockTypeData // TypeDefIndex: 427"
"14240","class","MapBlockData","428","public class MapBlockData // TypeDefIndex: 428"
"14263","class","ProduceBlockSaveData","429","public class ProduceBlockSaveData : UserSaveData // TypeDefIndex: 429"
"14280","class","ProduceBlockData","430","public class ProduceBlockData // TypeDefIndex: 430"
"14310","class","FabricateBlockMapData.","431","private sealed class FabricateBlockMapData.<>c // TypeDefIndex: 431"
"14330","class","FabricateBlockMapData","432","public class FabricateBlockMapData // TypeDefIndex: 432"
"14357","class","FabricateInitBlockData","433","public class FabricateInitBlockData // TypeDefIndex: 433"
"14375","class","GrowProduceBlockMapData","434","public class GrowProduceBlockMapData // TypeDefIndex: 434"
"14392","class","CollectionSaveData","435","public class CollectionSaveData : UserSaveData // TypeDefIndex: 435"
"14408","class","BlockCollectionData","436","public class BlockCollectionData // TypeDefIndex: 436"
"14438","class","CustomerCollectionData","438","public class CustomerCollectionData // TypeDefIndex: 438"
"14466","class","BubbleBlockSaveData","440","public class BubbleBlockSaveData : UserSaveData // TypeDefIndex: 440"
"14479","class","BubbleBlockData","441","public class BubbleBlockData // TypeDefIndex: 441"
"14497","class","BoxBlockSaveData","442","public class BoxBlockSaveData : UserSaveData // TypeDefIndex: 442"
